molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL175110,O=C(O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1,1600.0,intermediate
CHEMBL417169,CCOC(=O)[C@H](CCCCN)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,40.0,active
CHEMBL171850,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,710.0,active
CHEMBL290802,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2ccccc2)C(=O)O)CCc2ccccc21,8.5,active
CHEMBL290328,COC(=O)[C@H](CC(C)C)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1000.0,active
CHEMBL296331,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,540.0,active
CHEMBL172978,CCC(C)C(NC(=O)C(Cc1ccccc1)C(C)S)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,300.0,active
CHEMBL40806,CC(C)C[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,45.0,active
CHEMBL55286,CC(C)CC(S)C(Cc1ccccc1)C(=O)NC(C)C(=O)O,12000.0,inactive
CHEMBL44077,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCc2ccccc21,13.0,active
CHEMBL173919,CC(C)CC(S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,4000.0,intermediate
CHEMBL289618,CCOC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,15.0,active
CHEMBL416979,CSCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,6.5,active
CHEMBL432689,O=C(O)CN1C(=O)[C@@H](N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)CCc2ccccc21,13.0,active
CHEMBL42683,O=C(O)CN1C(=O)[C@@H](N[C@@H](COCc2ccccc2)C(=O)O)CCc2ccccc21,10.0,active
CHEMBL40420,CC(C)(C)OC(=O)NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,4.0,active
CHEMBL42976,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCCc2ccccc2)C(=O)O)CCc2ccccc21,7.0,active
CHEMBL366937,CC(S)C(Cc1ccccc1)C(=O)NCC(=O)O,11000.0,inactive
CHEMBL430554,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,7.0,active
CHEMBL41985,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,5.0,active
CHEMBL40709,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,2600.0,intermediate
CHEMBL54601,CC(NC(=O)C(Cc1ccccc1)C(S)CCc1ccccc1)C(=O)O,4000.0,intermediate
CHEMBL173287,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)O,10000.0,inactive
CHEMBL2110258,CC(C)C[C@H](S)[C@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,10000.0,inactive
CHEMBL2110347,CC(C)C[C@H](S)[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)O,16100.0,inactive
CHEMBL114658,CC1(C)CCCC(NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,12.0,active
CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0.93,active
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,4.0,active
CHEMBL431210,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(C)C)C(C)(C)C,100000.0,inactive
CHEMBL113759,O=C(O)C(CCc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)NC[C@H](O)C(=O)O,10000.0,inactive
CHEMBL838,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1.7,active
CHEMBL3039598,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,1.0,active
CHEMBL331378,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.4,active
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,19.0,active
CHEMBL308333,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,100000.0,inactive
CHEMBL325056,O=C(NC1CCC[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,5.0,active
CHEMBL310750,O=C(O)CCn1c(=O)n2n(c1=O)[C@H](C(=O)O)C=CC2,1.0,active
CHEMBL445561,CSC1(SC)C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,2.57,active
CHEMBL80147,C[C@H](NCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,5754.4,intermediate
CHEMBL310869,NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,100.0,active
CHEMBL309914,CC(S)C(=O)N[C@@H](CS)C(=O)O,537031.8,inactive
CHEMBL420391,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,12.02,active
CHEMBL277270,O=C(O)[C@@H]1CC2(CN1C(=O)CP(=O)(O)CCCCc1ccccc1)SCCS2,3.981,active
CHEMBL309601,C[C@H](NP(=O)(O)CCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,7.079,active
CHEMBL80729,O=C(O)CCC(=O)CCS,2398.83,intermediate
CHEMBL65423,C[C@H](NCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2398.83,intermediate
CHEMBL312431,C[C@H](NC(C(=O)O)C1CCCN1C(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,2.884,active
CHEMBL77056,C[C@H](NC(=O)CCC(=O)O)C(=O)O,1348962.88,inactive
CHEMBL78341,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,39.81,active
CHEMBL35561,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccc2c(c1)OCO2,0.1148,active
CHEMBL1907754,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,460.0,active
CHEMBL80101,O=C(O)CCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,549540.87,inactive
CHEMBL36503,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,36.31,active
CHEMBL80240,Cc1ccc(N(CC(=O)O)C(=O)C(C)N)cc1,2570.4,intermediate
CHEMBL311471,CCN(C[C@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,6.457,active
CHEMBL611148,C[C@@H](CS)C(=O)N1c2ccccc2C[C@H]1C(=O)O,6.026,active
CHEMBL431983,O=C(O)[C@@H]1CCCN1C(=O)C1CCCC1S,64.57,active
CHEMBL305938,O=C(O)[C@H]1CCCN1C(=O)CCS,1819700.86,inactive
CHEMBL77446,O=C(O)C(CCc1ccccc1)N[C@H]1CCN2CCC[C@@H](C(=O)O)N2C1=O,56.23,active
CHEMBL2079671,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,100.0,active
CHEMBL79190,O=C(O)[C@@H]1CCCN2C(=O)C[C@@H](CS)C(=O)N12,70.79,active
CHEMBL287518,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O,3.236,active
CHEMBL309799,CC(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,64.57,active
CHEMBL284843,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Cc2ccccc2)C[C@H]1C(=O)O,0.8913,active
CHEMBL310841,O=C(NC(Cc1ccccc1)CP(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,10.0,active
CHEMBL80667,O=C(CCS)OC(Cc1ccccc1)C(=O)O,707.95,active
CHEMBL284494,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1CCCC1C(=O)O,220.0,active
CHEMBL77556,C[C@@H](NC(=O)C(S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,50.12,active
CHEMBL80304,O=C(O)CCNC(=O)CCS,489778.82,inactive
CHEMBL78340,CC(C)CCC(N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)C(=O)O,2.57,active
CHEMBL80981,CC(C)(S)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,38018.94,inactive
CHEMBL34832,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.5248,active
CHEMBL78629,O=C(NC(Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O)OCc1ccccc1,0.2512,active
CHEMBL284345,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,1.072,active
CHEMBL10962,O=C(O)[C@@H]1CCCN1C(=O)CCS,199.53,active
CHEMBL78953,C[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,190546.07,inactive
CHEMBL80242,O=C(O)C[C@H](NC(=O)CS)C(=O)O,77624.71,inactive
CHEMBL263556,O=C(O)[C@@H]1CCCN1C(=O)CP(=O)(O)O,8317.64,intermediate
CHEMBL312550,O=C(O)[C@@H]1CCCN1C(=O)CCP(=O)(O)O,47863.01,inactive
CHEMBL284734,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1c2ccccc2C[C@H]1C(=O)O,0.2951,active
CHEMBL1907760,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,2000.0,intermediate
CHEMBL80665,C[C@H](NC(CCC(=O)Nc1ccc(I)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0.2291,active
CHEMBL79016,C[C@H](NC(=O)CCS)C(=O)N1CCC[C@H]1C(=O)O,2570.4,intermediate
CHEMBL80779,C[C@H](NC(CCc1cccc2ccccc12)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.096,active
CHEMBL412666,NC(CS)C(=O)N1CCC[C@H]1C(=O)O,63.1,active
CHEMBL34650,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.631,active
CHEMBL309333,O=C(CCS)N[C@@H](CS)C(=O)O,67608.3,inactive
CHEMBL79189,C[C@H](CS)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,19.95,active
CHEMBL78805,C[C@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,10232.93,inactive
CHEMBL78780,C[C@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,4897.79,intermediate
CHEMBL311064,O=C(CCS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1000000.0,inactive
CHEMBL80657,CN(C(=O)CCS)[C@@H](Cc1ccccc1)C(=O)O,30902.95,inactive
CHEMBL80646,C[C@H](NC(CCc1ccccc1)P(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,51.29,active
CHEMBL78489,CC(CS)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,34.67,active
CHEMBL310764,CC(C)[C@H](NC(=O)CCC(=O)O)C(=O)O,1096478.2,inactive
CHEMBL78435,O=C(O)[C@@H]1CCCN1C(=O)C1CCC1S,48.98,active
CHEMBL312120,O=C(CS)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,758.58,active
CHEMBL289022,CS[C@@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,0.5248,active
CHEMBL419649,C[C@H](CC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2C[C@H]1C(=O)O,4.786,active
CHEMBL78385,COP(=O)(O)C(CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,436.52,active
CHEMBL25996,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CCCC1C(=O)O,2900.0,intermediate
CHEMBL1907759,CCOC(=O)C(CCc1ccccc1)SC(C)C(=O)N1CSC[C@@H]1C(=O)O,4800.0,intermediate
CHEMBL25782,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,14.0,active
CHEMBL308267,O=C(O)CCc1cc(O)c2n(c1=O)[C@H](C(=O)O)CC2,457.09,active
CHEMBL286339,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)O,0.4898,active
CHEMBL78726,C[C@H](NC(CCc1ccc(O)cc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.818,active
CHEMBL78440,C[C@H](NC(=O)CCS)C(=O)O,851.14,active
CHEMBL78998,O=C(O)CCCCCS,1096478.2,inactive
CHEMBL311316,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCS,38904.51,inactive
CHEMBL310139,N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,218.78,active
CHEMBL306117,O=C(O)CCC(=O)NCC(=O)O,1995262.31,inactive
CHEMBL309782,CC(C)C[C@H](NC(=O)CCC(=O)O)C(=O)O,616595.0,inactive
CHEMBL285935,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)C1CCCCC1,0.2951,active
CHEMBL79212,C[C@H](NC(CCN)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,323.59,active
CHEMBL1807684,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,128824.96,inactive
CHEMBL311988,CC(C(=O)O)C1CCCCC(CS)C1=O,52.48,active
CHEMBL311239,O=C(CCS)N[C@@H](Cc1c[nH]cn1)C(=O)O,229086.77,inactive
CHEMBL2079670,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,260.0,active
CHEMBL309962,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,3.715,active
CHEMBL78443,C[C@H](NP(=O)(O)O)C(=O)N1CCC[C@H]1C(=O)O,776.25,active
CHEMBL312094,O=C(CCS)N[C@@H](Cc1ccccc1)C(=O)O,426.58,active
CHEMBL78346,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CC2CCCCC2[C@H]1C(=O)O,2.188,active
CHEMBL78731,C[C@H](NC(CCC(=O)Nc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,5.248,active
CHEMBL306556,O=C(O)[C@@H]1C=CCN1C(=O)CCS,645.65,active
CHEMBL430630,NCCCCC(N)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,12.02,active
CHEMBL310578,O=C(O)CCC(=O)N1CCC[C@H]1C(=O)O,33113.11,inactive
CHEMBL309308,NCCC[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.188,active
CHEMBL431707,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](Sc2ccccc2)C[C@H]1C(=O)O,0.7762,active
CHEMBL33025,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,0.871,active
CHEMBL284898,CCOC(=O)C(CCc1ccccc1)OC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,24.0,active
CHEMBL26226,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,86.0,active
CHEMBL80193,C[C@H](NC(CCc1ccccc1)C(N)=O)C(=O)N1CCC[C@H]1C(=O)O,25703.96,inactive
CHEMBL78996,CC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,389.05,active
CHEMBL80384,O=C(CS)N[C@@H](CS)C(=O)O,19054.61,inactive
CHEMBL80503,O=C(N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,2511.89,intermediate
CHEMBL79008,CCC(C)[C@H](NC(=O)CCC(=O)O)C(=O)O,1047128.55,inactive
CHEMBL1907755,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,140.0,active
CHEMBL78971,CC[C@@H](C)[C@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,933254.3,inactive
CHEMBL284272,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)O,338.84,active
CHEMBL309537,O=C(O)[C@@H]1CCCN1CCCS,239883.29,inactive
CHEMBL1907762,CC(SC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,580.0,active
CHEMBL311363,C[C@@H]1CCCC(NC(CCc2ccccc2)C(=O)O)C(=O)N1CC(=O)O,3.02,active
CHEMBL35309,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](c2ccccc2)C[C@H]1C(=O)O,0.1318,active
CHEMBL35682,COc1ccc(N(CC(=O)O)C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)cc1OC,0.2884,active
CHEMBL1907752,CCOC(=O)C(CCc1ccccc1)[S+]([O-])C(C)C(=O)N1C2CCCCC2C[C@H]1C(=O)O,220.0,active
CHEMBL433442,CS[C@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,1.905,active
CHEMBL311102,O=C(CS)N[C@@H](Cc1c[nH]cn1)C(=O)O,257039.58,inactive
CHEMBL442750,O=C(O)[C@@H]1CCC(=O)N1CCCS,645654.23,inactive
CHEMBL79131,C[C@H](NP(=O)(O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,40.74,active
CHEMBL80830,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,7244359.6,inactive
CHEMBL78903,C[C@@]1(CCS)C(=O)N2CC=C[C@@H](C(=O)O)N2C1=O,100.0,active
CHEMBL311757,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,3.467,active
CHEMBL78353,O=C(N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O)C1CCCN1C(=O)OCc1ccccc1,15.14,active
CHEMBL80939,O=C(O)[C@@H]1C=CCn2c(=O)n(CS)c(=O)n21,707.95,active
CHEMBL311525,C[C@H](CS)C(=O)N1C(=O)CC[C@H]1C(=O)O,8.913,active
CHEMBL77677,O=C(O)CNC(=O)CCS,2818.38,intermediate
CHEMBL78812,CC(C)[C@H](NC(=O)CCS)C(=O)O,1584.89,intermediate
CHEMBL309798,O=C(NC(CCc1ccccc1)P(=O)(O)CC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,72.44,active
CHEMBL446407,CC(C)(S)C(=O)N[C@@H](CC(=O)O)C(=O)O,3467368.5,inactive
CHEMBL312224,O=C(O)C(CCc1ccccc1)NC1CCC[C@H]2SC[C@@H](C(=O)O)N2C1=O,0.6026,active
CHEMBL76577,C[C@@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,10964.78,inactive
CHEMBL311268,C[C@H](NC(CCCNC(=O)OCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2.884,active
CHEMBL285897,CC(OC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,110.0,active
CHEMBL39538,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.202,active
CHEMBL309941,C[C@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3.02,active
CHEMBL78074,CN(CC(=O)O)C(=O)CCS,3019.95,intermediate
CHEMBL310624,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1c2ccccc2C[C@H]1C(=O)O)C(=O)O,2511.89,intermediate
CHEMBL35419,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](O)C[C@H]1C(=O)O,15.85,active
CHEMBL147755,O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,725.0,active
CHEMBL150222,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@@H]1CS,10000.0,inactive
CHEMBL146573,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@H]1CS,10000.0,inactive
CHEMBL423574,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,10000.0,inactive
CHEMBL346424,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@H]1CS,10000.0,inactive
CHEMBL149841,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@@H]1CS,10000.0,inactive
CHEMBL148840,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS,1400.0,intermediate
CHEMBL357311,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,2000.0,intermediate
CHEMBL147526,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@H]1CS,118.0,active
CHEMBL147185,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@@H]1CS,4.0,active
CHEMBL149367,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,470.0,active
CHEMBL357584,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@@H]1CS,175.0,active
CHEMBL342091,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,8000.0,intermediate
CHEMBL148616,C[C@H](CS)C(=O)N1Cc2[nH]c3ccccc3c2CC1C(=O)O,500.0,active
CHEMBL148140,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCC[C@@H]1CS,6000.0,intermediate
CHEMBL299169,O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,22.0,active
CHEMBL422944,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](S)Cc2ccccc2)CCc2ccccc21,284.0,active
CHEMBL50480,C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,24.0,active
CHEMBL300016,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,14.0,active
CHEMBL50315,O=C(O)CN1C(=O)[C@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,306.0,active
CHEMBL48534,CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,63.0,active
CHEMBL299875,CCCC[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,5.4,active
CHEMBL51576,O=C(O)CN1Cc2ccccc2C[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,33.0,active
CHEMBL50814,O=C(O)CN1C(=O)C(NC(=O)[C@@H](S)Cc2ccccc2)CCCc2ccccc21,25.0,active
CHEMBL299438,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)CC2CCCCC2)CCc2ccccc21,22.0,active
CHEMBL415932,CC(C)C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,6.3,active
CHEMBL317304,CCCCN1C[C@@H](C(=O)O)N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)O)C1=O,6.7,active
CHEMBL340119,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,2300.0,intermediate
CHEMBL100063,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O)C(=O)O,2.4,active
CHEMBL29031,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)N2CCC[C@H]2C(=O)O)cc1,67000.0,inactive
CHEMBL54942,CC(NC(=O)C(Cc1ccccc1)CC(S)c1ccccc1)C(=O)O,3500.0,intermediate
CHEMBL54823,CCC(C)C(CC(S)CCc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2900.0,intermediate
